id,customer_id,customer_name,customer_type,contact_person,contact_phone,address,warehouse_code,warehouse_name,delivery_type,default_region,status,created_at,updated_at
216,HZ2026011200001,陕西中食创标头餐饮管理有限公司,VIP,查称,,陕西省西安市雁塔区高新区高新路86号领先时代广场B栋一单元2205室,,,仓配一体,陕西省,ACTIVE,2026-01-12 11:09:57,2026-05-13 17:24:36.909732
217,HZ2026010900001,欧泰贡（广东）食品有限公司,普通客户,袁荷红,18272114075,广东省珠海市金湾区珠海金湾区平沙镇怡乐路36号,,,零担整车运输,广东省,ACTIVE,2026-01-09 11:05:29,2026-05-13 17:24:36.909732
218,HZ2026010800003,安徽锅食惠供应链管理有限公司,普通客户,王勇,,安徽省合肥市蜀山区芙蓉社区高新区光年中心写字楼1805室魔气餐饮,,,仓配一体,安徽省,ACTIVE,2026-01-08 17:59:06,2026-05-13 17:24:36.909732
219,HZ2026010800002,武汉森美食品有限公司,普通客户,杜赓,,湖北省武汉市黄陂区黄陂区武湖农场滨湖分场厂房及配套设施(肉食品加工项目)冷库及加工车间栋3层1室,,,仓配一体,湖北省,ACTIVE,2026-01-08 17:43:11,2026-05-13 17:24:36.909732
220,HZ2026010800001,盐城源凯食品科技有限公司,普通客户,严国桃,,江苏省盐城市亭湖区希望大道中路22号海韵大厦2号楼4楼,,,仓配一体,江苏省,ACTIVE,2026-01-08 16:59:42,2026-05-13 17:24:36.909732
221,HZ2026010700002,河南山猫供应链管理有限公司,普通客户,,,河南省郑州市中原区高新技术开发区科学大道89号4号楼2单元11层439号,,,仓配一体,河南省,ACTIVE,2026-01-07 10:35:04,2026-05-13 17:24:36.909732
222,HZ2026010600001,成都华冠宜品供应链管理有限公司,普通客户,,,四川省成都市锦江区成都市锦江区联合广场1栋14楼,,,仓配一体,四川省,ACTIVE,2026-01-06 16:03:16,2026-05-13 17:24:36.909732
223,HZ2026010500001,恒味（大连）供应链有限责任公司,普通客户,韩志国,13591808063,辽宁省大连市沙河口区香周路220号202艺术园区内恒味（大连）,,,仓配一体,辽宁省,ACTIVE,2026-01-05 09:54:29,2026-05-13 17:24:36.909732
224,HZ2026010400006,潍坊成美食品有限公司,普通客户,,,山东省潍坊市昌乐县红平路5000号,,,零担整车运输,山东省,ACTIVE,2026-01-04 18:06:49,2026-05-13 17:24:36.909732
289,HZ2025112500006,逮虾记（暂存）,普通客户,,,河南省郑州市中原区华鼎冷链科技大厦 12 楼逮虾记,,,仓配一体,河南省,ACTIVE,2025-11-25 17:49:31,2026-05-13 17:24:36.909732
225,HZ2026010400004,中山市大成冷冻食品有限公司,普通客户,,,广东省中山市中山市港口镇福田十路7号,,,零担整车运输（整合）,广东省,ACTIVE,2026-01-04 17:07:26,2026-05-13 17:24:36.909732
226,HZ2026010400003,潍坊民和食品有限公司,普通客户,孙宪法,,山东省潍坊市昌邑市石埠经济开发区民和大道1号,,,零担整车运输；整车运输；零担整车运输（整合）,山东省,ACTIVE,2026-01-04 16:46:26,2026-05-13 17:24:36.909732
227,HZ2026010400002,河南品鲜一百食品有限公司,普通客户,亓经理,13783023177,河南省鹤壁市浚县产业集聚区永兴路与嵩山路交叉口200米路北,,,零担整车运输；整车运输；零担整车运输（整合）,河南省,ACTIVE,2026-01-04 16:02:41,2026-05-13 17:24:36.909732
228,HZ2026010400001,北京哲融乳业发展有限公司,普通客户,王鹤,,河北省廊坊市三河市燕郊经济开发区威毕欧溪谷,,,整车运输,河北省,ACTIVE,2026-01-04 11:15:06,2026-05-13 17:24:36.909732
229,HZ2026010100001,河南多多优品食品科技有限公司,普通客户,于亚楠,18839561733,河南省漯河市召陵区经济技术开发区民营工业园创新路65号院内,,,零担整车运输,河南省,ACTIVE,2026-01-01 10:55:57,2026-05-13 17:24:36.909732
230,HZ2025123100008,河南谦豫实业发展有限公司,普通客户,刘双,17538800208,河南省郑州市金水区丰产路街道经三路北15号4楼411,,,零担整车运输,河南省,ACTIVE,2025-12-31 17:25:41,2026-05-13 17:24:36.909732
231,HZ2025123100007,圃丰食品（青岛）有限公司,普通客户,,,山东省青岛市市北区黑龙江南路2号丙万科中心C座2220户,,,零担整车运输,山东省,ACTIVE,2025-12-31 17:21:44,2026-05-13 17:24:36.909732
232,HZ2025123100003,宁波浙飨供应链科技有限公司,VIP,刘洋,15694448853,浙江省宁波市象山县智汇佳苑二期2-26-4号,,,仓配一体,浙江省,ACTIVE,2025-12-31 15:58:20,2026-05-13 17:24:36.909732
233,HZ2025123100002,丹东益农食品有限公司,普通客户,郭弘冰,13610866921,辽宁省丹东市凤城市红旗镇永兴村,,,零担整车运输,辽宁省,ACTIVE,2025-12-31 14:10:31,2026-05-13 17:24:36.909732
234,HZ2025123100001,宁夏塞尚乳业有限公司,VIP,田堂堂,,宁夏回族自治区银川市贺兰县宁夏贺兰工业园区怡园路5号,,,仓配一体,宁夏回族自治区,ACTIVE,2025-12-31 11:48:51,2026-05-13 17:24:36.909732
235,HZ2025122700001,泉州市芒芒与莓莓食品有限公司,普通客户,,,福建省泉州市晋江市清濛开发区新雅仕冷链中心1楼,,,零担整车运输,福建省,ACTIVE,2025-12-27 09:41:14,2026-05-13 17:24:36.909732
236,HZ2025122500002,沈阳韩嵊家食品有限公司,普通客户,周美芹,,辽宁省沈阳市铁西区沈阳经济技术开发区开发二十五号路30-2号,,,仓配一体,辽宁省,ACTIVE,2025-12-25 18:11:05,2026-05-13 17:24:36.909732
237,HZ2025122500001,沈阳皓洁食材供应链管理有限公司,普通客户,吴世纯,13332431157,辽宁省沈阳市于洪区阳光路22-1号D4栋第1层103门,,,仓配一体,辽宁省,ACTIVE,2025-12-25 16:45:23,2026-05-13 17:24:36.909732
238,HZ2025122400002,泰州金沙食品有限公司,普通客户,莫鹏启,18994670161,江苏省泰州市兴化市沙沟镇泰州金沙食品有限公司,,,零担整车运输,江苏省,ACTIVE,2025-12-24 18:43:24,2026-05-13 17:24:36.909732
239,HZ2025122400001,广西领桂物流有限公司,普通客户,唐立峰,,广西壮族自治区南宁市兴宁区昆仑大道169号金桥国际农产品批发市场,,,仓配一体（整合）,广西壮族自治区,ACTIVE,2025-12-24 14:32:29,2026-05-13 17:24:36.909732
240,HZ2025122200002,巨划算,普通客户,,,辽宁省大连市甘井子区姚工街269号,,,仓配一体,辽宁省,ACTIVE,2025-12-22 13:11:53,2026-05-13 17:24:36.909732
241,HZ2025122200001,华鼎CRM一单一议专用货主,普通客户,,,河南省郑州市中原区高新·数算产业园6号楼,,,仓储,河南省,ACTIVE,2025-12-22 09:18:12,2026-05-13 17:24:36.909732
242,HZ2025122000013,江西升创餐饮管理服务有限公司,普通客户,孔维畅,,江西省南昌市红谷滩区赣江南大道华润置地中心8楼804,,,仓配一体,江西省,ACTIVE,2025-12-20 16:46:14,2026-05-13 17:24:36.909732
243,HZ2025122000012,杨掌柜-河南鸿鲜商贸有限公司,普通客户,王挺,,河南省郑州市荥阳市广武镇董庄村四组中储郑州物流有限公司,,,仓配一体,河南省,ACTIVE,2025-12-20 14:13:48,2026-05-13 17:24:36.909732
244,HZ2025122000011,杨掌柜-河南省小龙祝祝供应链有限公司,普通客户,王挺,,河南省郑州市荥阳市广武镇董庄村四组中储郑州物流有限公司,,,仓配一体,河南省,ACTIVE,2025-12-20 14:11:47,2026-05-13 17:24:36.909732
245,HZ2025122000010,杨掌柜-郑州市荟味集商贸有限公司,普通客户,王挺,,河南省郑州市荥阳市广武镇董庄村四组中储郑州物流有限公司,,,仓配一体,河南省,ACTIVE,2025-12-20 14:09:46,2026-05-13 17:24:36.909732
246,HZ2025122000008,杨掌柜-河南食来福商贸有限公司,普通客户,王挺,,河南省郑州市荥阳市广武镇董庄村四组中储郑州物流有限公司,,,仓配一体,河南省,ACTIVE,2025-12-20 14:05:21,2026-05-13 17:24:36.909732
247,HZ2025122000007,杨掌柜-郑州市高新技术产业开发区鸿味轩食品经营部,普通客户,王挺,,河南省郑州市荥阳市广武镇董庄村四组中储郑州物流有限公司,,,仓配一体,河南省,ACTIVE,2025-12-20 11:45:32,2026-05-13 17:24:36.909732
248,HZ2025122000006,杨掌柜-河南食丰商贸有限公司,普通客户,王挺,,河南省郑州市荥阳市广武镇董庄村四组中储郑州物流有限公司,,,仓配一体,河南省,ACTIVE,2025-12-20 11:42:56,2026-05-13 17:24:36.909732
249,HZ2025122000002,杨掌柜-郑州市美馔坊商贸有限公司,普通客户,王挺,,河南省郑州市荥阳市广武镇董庄村四组中储郑州物流有限公司,,,仓配一体,河南省,ACTIVE,2025-12-20 11:38:42,2026-05-13 17:24:36.909732
250,HZ2025122000001,沈阳北方粮仓商贸有限责任公司,普通客户,勾磊,13841373305,"辽宁省沈阳市和平区文安路18号B
6号201",,,仓配一体,辽宁省,ACTIVE,2025-12-20 10:17:25,2026-05-13 17:24:36.909732
251,HZ2025121800003,厦门水明漾贸易有限公司,普通客户,,17306020128,福建省厦门市思明区龙山南路4-1-111,,,仓配一体,福建省,ACTIVE,2025-12-18 11:59:11,2026-05-13 17:24:36.909732
252,HZ2025121800002,杭州市上城区徐大兵餐饮店,普通客户,,,浙江省杭州市上城区花园兜街177号智谷国际人才大厦D座711,,,仓配一体,浙江省,ACTIVE,2025-12-18 11:47:19,2026-05-13 17:24:36.909732
253,HZ2025121700004,上海卫礼实业有限公司,普通客户,蒋慧兵,,上海市上海城区嘉定区金园五路275号207室,,,仓配一体,上海市,ACTIVE,2025-12-17 16:35:06,2026-05-13 17:24:36.909732
254,HZ2025121700003,成都雪域鹰途供应链管理有限公司,普通客户,,,云南省昆明市呈贡区石龙路与鸿运大道交叉口东440米,,,仓储；仓配一体；零担整车运输；整车运输；零担整车运输（整合）,云南省,ACTIVE,2025-12-17 16:25:30,2026-05-13 17:24:36.909732
255,HZ2025121600006,郑州中荥农业发展有限公司,普通客户,李星鸽,15738817802,河南省郑州市荥阳市融媒体中心,,,零担整车运输,河南省,ACTIVE,2025-12-16 17:09:50,2026-05-13 17:24:36.909732
256,HZ2025121600005,鹤壁市智链云道运输有限公司,普通客户,,,河南省鹤壁市淇滨区淇山路221号,,,仓配一体,河南省,ACTIVE,2025-12-16 17:02:42,2026-05-13 17:24:36.909732
257,HZ2025121600004,重庆坚韧合联供应链管理有限公司,SVIP,吴厚林,,重庆市重庆城区沙坪坝区沙坪坝区渝碚路街道北站东路188号附5号龙湖光年20幢11-10（014）,,,仓配一体,重庆市,ACTIVE,2025-12-16 16:11:52,2026-05-13 17:24:36.909732
258,HZ2025121600003,世纪龙商贸有限公司,普通客户,,,河南省南阳市宛城区万邦国际农产品批发市场T20-108、109,,,仓配一体,河南省,ACTIVE,2025-12-16 14:52:16,2026-05-13 17:24:36.909732
259,HZ2025121500001,湛江凯达盛水产有限公司,普通客户,潘劲衡,13724755361,广东省湛江市霞山区建设路1号湛江机械厂内综合楼二楼,,,仓配一体,广东省,ACTIVE,2025-12-15 11:43:22,2026-05-13 17:24:36.909732
260,HZ2025121100007,重庆仙佰鲜食品有限公司,SVIP,邓伦轩,,重庆市重庆城区江北区观音桥街道建新东路123号第2层（自编号637号）,,,仓配一体,重庆市,ACTIVE,2025-12-11 17:52:06,2026-05-13 17:24:36.909732
261,HZ2025121100005,重庆安途信供应链管理有限公司,SVIP,王阳,,重庆市重庆城区江北区五里店街道建新东路239号5-1-4（020）,,,仓配一体,重庆市,ACTIVE,2025-12-11 17:38:04,2026-05-13 17:24:36.909732
262,HZ2025121100004,重庆络绎供应链管理有限公司,SVIP,邓伦杰,,重庆市重庆城区南岸区花园路街道桃源路150号美全世纪城商业3号楼3层（050号）,,,仓配一体,重庆市,ACTIVE,2025-12-11 17:37:11,2026-05-13 17:24:36.909732
263,HZ2025121100003,重庆九河集供应链管理有限公司,SVIP,邵益清,,重庆市重庆城区江北区大竹林街道星光大道62号海王星科技大厦D区3层 3-5（045）,,,仓配一体,重庆市,ACTIVE,2025-12-11 17:35:59,2026-05-13 17:24:36.909732
264,HZ2025121100002,北京寻味天下商贸有限公司,普通客户,,,北京市北京城区丰台区东滨河路2号7号楼2层2709室,,,仓配一体,北京市,ACTIVE,2025-12-11 16:28:27,2026-05-13 17:24:36.909732
265,HZ2025121100001,福建苗宸食带实业有限公司,普通客户,孙建海,15159333753,福建省宁德市福鼎市太姥山镇秦晖路7号2栋生产车间,,,零担整车运输,福建省,ACTIVE,2025-12-11 14:04:44,2026-05-13 17:24:36.909732
266,HZ2025121000001,淮南克莉丝蔓食品有限公司,普通客户,赖奕强,,安徽省淮南市寿县窑口镇窑口街道寿六公路粮油储备库南侧1号,,,仓配一体,安徽省,ACTIVE,2025-12-10 09:53:37,2026-05-13 17:24:36.909732
267,HZ2025120900006,郑州壹围供应链有限公司,SVIP,张丽,18939373560,河南省濮阳市濮阳县城关濮阳县挥公大道与祥安街往北100米6号,,,仓配一体,河南省,ACTIVE,2025-12-09 09:48:10,2026-05-13 17:24:36.909732
268,HZ2025120800002,上海酩萃科技有限公司,普通客户,李晓丽,,"河南省郑州市金水区金水东路农业路美
盛中心1608",,,仓配一体,河南省,ACTIVE,2025-12-08 18:06:58,2026-05-13 17:24:36.909732
269,HZ2025120800001,袁玉光,普通客户,袁玉光,15589186654,山东省滨州市邹平市孙镇镇时家村,,,零担整车运输,山东省,ACTIVE,2025-12-08 18:00:17,2026-05-13 17:24:36.909732
270,HZ2025120600002,郑州天丰食品有限公司,普通客户,张玲,13733862350,河南省郑州市二七区大学路政通路升龙国际C区8号楼921,,,零担整车运输,河南省,ACTIVE,2025-12-06 09:43:04,2026-05-13 17:24:36.909732
271,HZ2025120600001,佛山徐三叔供应链管理有限公司,普通客户,邢磊,18158539001,广东省广州市白云区泰兴路22号学山文化创意谷A1栋810,,,仓配一体,广东省,ACTIVE,2025-12-06 08:59:04,2026-05-13 17:24:36.909732
272,HZ2025120500006,上海华馔供应链管理有限公司,VIP,罗迅,,上海市上海城区长宁区中山西路1065号 SOHO中山广场-A座506室,,,仓配一体,上海市,ACTIVE,2025-12-05 19:05:37,2026-05-13 17:24:36.909732
273,HZ2025120500005,濮阳千羽物流有限公司,普通客户,耿世涛,,河南省濮阳市清丰县万邦市场东1门,,,零担整车运输,河南省,ACTIVE,2025-12-05 17:03:50,2026-05-13 17:24:36.909732
274,HZ2025120500004,山东十五秒食品有限公司,普通客户,,,山东省德州市临邑县山东省德州市临邑县邢侗街道注册地址:天鼎丰路中段路西,,,零担整车运输（整合）,山东省,ACTIVE,2025-12-05 16:42:10,2026-05-13 17:24:36.909732
275,HZ2025120500003,山东鲁盼供应链有限公司,普通客户,,,山东省潍坊市奎文区高新二路,,,零担整车运输；零担整车运输（整合）,山东省,ACTIVE,2025-12-05 16:33:12,2026-05-13 17:24:36.909732
276,HZ2025120500002,武汉高歌一路供应链管理有限公司,普通客户,莫世科,13297982397,湖北省武汉市武昌区徐家棚街道秦园路38号宸胜国际中心31楼3106-1,,,仓配一体,湖北省,ACTIVE,2025-12-05 11:36:20,2026-05-13 17:24:36.909732
277,HZ2025120500001,中山真味食品工业有限公司,普通客户,,,广东省中山市中山市闲庭路28号,,,仓配一体,广东省,ACTIVE,2025-12-05 09:59:17,2026-05-13 17:24:36.909732
278,HZ2025120400012,解忧婆婆（北京）商贸有限责任公司,普通客户,杨晓雷,,北京市北京城区大兴区北京经济技术开发区荣京东街3号1幢12层1单元1012,,,仓配一体,北京市,ACTIVE,2025-12-04 16:24:24,2026-05-13 17:24:36.909732
279,HZ2025120400001,武汉辰胜餐饮管理有限公司,普通客户,张杰,18627856067,湖北省武汉市洪山区湖北省武汉市洪山区白沙洲大道八坦路165号匠心荟科创产业园913室,,,仓配一体,湖北省,ACTIVE,2025-12-04 09:22:52,2026-05-13 17:24:36.909732
280,HZ2025120300003,重庆七分熟餐饮管理有限公司,普通客户,龙运斌,13629799923,重庆市重庆城区江北区秋成大道158号龙湖公园天街A馆4F-20,,,仓配一体,重庆市,ACTIVE,2025-12-03 14:46:04,2026-05-13 17:24:36.909732
281,HZ2025120300002,裕食珍（扬州）食品有限公司,普通客户,,,江苏省扬州市仪征市扬州仪征工业集中区亨通路9号,,,零担整车运输,江苏省,ACTIVE,2025-12-03 10:23:40,2026-05-13 17:24:36.909732
282,HZ2025120300001,北京小奶牛贸易有限公司,普通客户,余跃,,北京市北京城区朝阳区合生汇写字楼-4-403室（兰熊鲜奶餐饮有限公司）,,,仓配一体,北京市,ACTIVE,2025-12-03 09:53:34,2026-05-13 17:24:36.909732
283,HZ2025120200001,天津沃盈农业科技有限公司,普通客户,李长江,,天津市天津城区蓟州区上仓工业园富贵路8号,,,零担整车运输；整车运输；零担整车运输（整合）,天津市,ACTIVE,2025-12-02 09:10:57,2026-05-13 17:24:36.909732
284,HZ2025120100004,杭州雀臻供应链管理有限公司,普通客户,彭爱梅,18868139880,浙江省杭州市拱墅区祥园路28号5幢205室,,,仓配一体,浙江省,ACTIVE,2025-12-01 18:21:48,2026-05-13 17:24:36.909732
285,HZ2025120100001,烟台三嘉粉丝有限公司,普通客户,王成超,13791234772,山东省烟台市招远市张星镇张西村北,,,零担整车运输,山东省,ACTIVE,2025-12-01 17:43:34,2026-05-13 17:24:36.909732
286,HZ2025113000001,河南省新宋河酒水商贸有限公司,普通客户,娄超,15516559533,河南省郑州市金水区福元路与燕庄一街交叉口西南角宋河酒饮到家,,,仓配一体,河南省,ACTIVE,2025-11-30 09:39:28,2026-05-13 17:24:36.909732
287,HZ2025112800001,北京易思天图科技有限公司,普通客户,惠秋,,北京市北京城区朝阳区慈云寺北里远洋国际中心区座11层 鲜果时间,,,仓配一体,北京市,ACTIVE,2025-11-28 10:30:39,2026-05-13 17:24:36.909732
288,HZ2025112700001,成都光合食品有限公司（花肉山原料）,VIP,方总,,四川省成都市都江堰市经济开发区堰华路18号,,,仓配一体,四川省,ACTIVE,2025-11-27 15:25:36,2026-05-13 17:24:36.909732
290,HZ2025112500003,广西北方鑫达物流有限公司,普通客户,,,广西壮族自治区北海市海城区怡海新村天区蓝天大厦0108号,,,零担整车运输,广西壮族自治区,ACTIVE,2025-11-25 10:04:53,2026-05-13 17:24:36.909732
291,HZ2025112400003,北京丝路优品商贸有限公司,普通客户,何建臣,,北京市北京城区丰台区北京市丰台区黄土岗马家楼191号21号楼1层083,,,仓配一体,北京市,ACTIVE,2025-11-24 17:40:16,2026-05-13 17:24:36.909732
292,HZ2025112400002,罗普大成食品（天津）有限公司,普通客户,,,天津市天津城区西青区津静路88号B区,,,零担整车运输,天津市,ACTIVE,2025-11-24 16:43:32,2026-05-13 17:24:36.909732
293,HZ2025112400001,四川小憨包食品有限公司,普通客户,,,四川省德阳市广汉市南丰镇长春路西三段11号,,,零担整车运输,四川省,ACTIVE,2025-11-24 09:52:27,2026-05-13 17:24:36.909732
294,HZ2025112200004,武汉希迪食品科技有限公司,普通客户,刘宗健,18175155851,湖南省长沙市芙蓉区隆平科技园长星路200号金茶科技园,,,整车运输,湖南省,ACTIVE,2025-11-22 11:25:05,2026-05-13 17:24:36.909732
295,HZ2025112100003,济南逐鹿食品科技有限公司,普通客户,康学航,15202453920,山东省济南市历城区济南市历城区鑫恒广场A座711,,,零担整车运输,山东省,ACTIVE,2025-11-21 17:47:38,2026-05-13 17:24:36.909732
296,HZ2025112100002,武汉市沃赢餐创网络科技有限公司,普通客户,,,江西省宜春市袁州区赣西农产品批发市场袁州电商基地221,,,仓配一体,江西省,ACTIVE,2025-11-21 17:14:46,2026-05-13 17:24:36.909732
297,HZ2025112100001,重庆市扑真食品有限公司,普通客户,,,重庆市重庆城区巴南区界石镇耐德环境装备工业园金工坊9#,,,零担整车运输,重庆市,ACTIVE,2025-11-21 15:11:25,2026-05-13 17:24:36.909732
298,HZ2025112000007,湖南闽伟香餐饮连锁有限公司,普通客户,刘加德,,湖南省长沙市芙蓉区朝阳街道五一路235号湘域中央1栋2001,,,仓配一体,湖南省,ACTIVE,2025-11-20 16:18:51,2026-05-13 17:24:36.909732
299,HZ2025112000006,武汉市果知商贸有限公司,SVIP,范伟,15927299973,湖北省武汉市江汉区中央商务区泛海国际SOHO城(一期)2栋17层4室-1,,,仓配一体,湖北省,ACTIVE,2025-11-20 15:32:25,2026-05-13 17:24:36.909732
300,HZ2025112000003,武汉康德宝食品科技有限公司,SVIP,王冬林,13006115506,湖北省武汉市东西湖区东吴大道新城十四路特1号,,,仓配一体,湖北省,ACTIVE,2025-11-20 14:53:58,2026-05-13 17:24:36.909732
301,HZ2025111900005,赤峰京力蒙商贸有限公司,普通客户,宋清华,,内蒙古自治区赤峰市敖汉旗扎赛营子村肉羊养殖场院内,,,仓配一体,内蒙古自治区,ACTIVE,2025-11-19 16:27:02,2026-05-13 17:24:36.909732
302,HZ2025111900002,赣州全叁位食品有限公司,普通客户,黄瑜,18897974727,江西省赣州市章贡区沙河镇东城蔬菜批发市场地下室冷链市场A3-2号,,,零担整车运输,江西省,ACTIVE,2025-11-19 10:16:03,2026-05-13 17:24:36.909732
303,HZ2025111900001,佳木斯黑马餐饮管理有限公司,普通客户,许强,15046463373,黑龙江省佳木斯市向阳区宏胜社区新华路 56 号,,,零担整车运输；整车运输；零担整车运输（整合）,黑龙江省,ACTIVE,2025-11-19 09:23:14,2026-05-13 17:24:36.909732
304,HZ2025111800002,广州蒸美味供应链有限公司,普通客户,谢小龙,13533300432,广东省广州市海珠区红卫新村西街29号之八B1栋住402室,,,仓配一体,广东省,ACTIVE,2025-11-18 09:19:21,2026-05-13 17:24:36.909732
305,HZ2025111800001,安徽木子记食品科技有限公司,普通客户,王进,17356608707,安徽省芜湖市弋江区芜湖高新技术产业开发区杨河路29号,,,零担整车运输,安徽省,ACTIVE,2025-11-18 09:14:22,2026-05-13 17:24:36.909732
306,HZ2025111700002,勤运汇达（武汉）供应链管理有限公司,普通客户,姜涛,15107101033,湖北省武汉市武昌区汉街总部国际B座1508室,,,零担整车运输,湖北省,ACTIVE,2025-11-17 15:31:09,2026-05-13 17:24:36.909732
307,HZ2025111700001,江苏爸爸糖食品科技有限公司,普通客户,华炜栋,,江苏省无锡市梁溪区会西路30号26栋,,,仓配一体,江苏省,ACTIVE,2025-11-17 09:07:06,2026-05-13 17:24:36.909732
308,HZ2025111600002,杭州吉柳大任供应链管理有限公司（攀多渔）,SVIP,张胜意,,浙江省杭州市余杭区径山镇后村桥路1-2231,,,仓配一体,浙江省,ACTIVE,2025-11-16 11:38:06,2026-05-13 17:24:36.909732
309,HZ2025111600001,棒师傅(北京)食品有限公司,普通客户,杜帅,15311911125,北京市北京城区丰台区角门18号（枫苑一区）7-03号,,,仓配一体,北京市,ACTIVE,2025-11-16 08:50:58,2026-05-13 17:24:36.909732
310,HZ2025110600001,金牛区栋漾嘉食品经营部(个体工商户),普通客户,,,四川省成都市锦江区东大街芷泉段6号1栋1单元39层06-07号,,,仓配一体,四川省,ACTIVE,2025-11-06 15:05:43,2026-05-13 17:24:36.909732
311,HZ2025110500001,眉山申唐食品有限责任公司,普通客户,袁强,13194889753,四川省眉山市东坡区经济开发区东区坛香路10号,,,仓配一体,四川省,ACTIVE,2025-11-05 14:58:36,2026-05-13 17:24:36.909732
312,HZ2025110400001,秦淮区戴夫小吃服务经营部,普通客户,,,江苏省南京市秦淮区砂珠巷小区05栋1-1号,,,仓配一体,江苏省,ACTIVE,2025-11-04 15:46:14,2026-05-13 17:24:36.909732
313,HZ2025110300002,丽水市腾牛贸易有限公司,VIP,陈仕祥,18657153896,浙江省丽水市莲都区南明山街道秀山路1101号A3库2-1二楼101室（丽景民族工业园）,,,仓配一体,浙江省,ACTIVE,2025-11-03 14:11:54,2026-05-13 17:24:36.909732
314,HZ2025110300001,河南侗香禾供应链管理有限公司,普通客户,邵利楠,18650805208,"河南省郑州市中原区高新技术产业开
甲方发区八面神街5号1号楼1层108号",,,零担整车运输,河南省,ACTIVE,2025-11-03 11:41:17,2026-05-13 17:24:36.909732
315,HZ2025110200001,河南喜旺食品有限公司,普通客户,史建设,13298395870,河南省焦作市山阳区新城街道墙南村11组北村口向南 1000米,,,零担整车运输,河南省,ACTIVE,2025-11-02 13:47:41,2026-05-13 17:24:36.909732
316,HZ2025110100001,广西沐冷供应链有限公司,普通客户,,,广西壮族自治区北海市海城区广西壮族自治区北海市海城区(北海经济技术开发区)北海大道东延线199号中国电子北部湾信息港08-1地块1幢1单元 707-2号,,,零担整车运输,广西壮族自治区,ACTIVE,2025-11-01 10:02:24,2026-05-13 17:24:36.909732
317,HZ2025103100006,河南鑫莼食业有限公司,普通客户,孟继生,13903740230,河南省许昌市长葛市佛耳湖镇尚庄村卓宇路2号,,,零担整车运输,河南省,ACTIVE,2025-10-31 11:28:59,2026-05-13 17:24:36.909732
318,HZ2025103100005,河南稻圣食品有限公司,普通客户,潘金丹,,河南省新乡市获嘉县产业集聚区北区郑北农副产品冷链物流港,,,仓配一体,河南省,ACTIVE,2025-10-31 10:58:11,2026-05-13 17:24:36.909732
319,HZ2025103100004,郑州途观商贸有限公司,普通客户,,,河南省郑州市管城回族区经北二路与经开第六大街交叉口东北120米河南省自贸试验区郑州片区(经开区)第十六大街与南三环交叉口,,,零担整车运输,河南省,ACTIVE,2025-10-31 10:27:58,2026-05-13 17:24:36.909732
320,HZ2025103100001,北京吃喝科技发展有限公司,普通客户,,,北京市北京城区平谷区平谷镇迎宾花园3号楼1至3层111号-231404（集体注册）,,,仓配一体,北京市,ACTIVE,2025-10-31 09:36:36,2026-05-13 17:24:36.909732
321,HZ2025103000006,京东物流运输有限公司（南京君乐宝）,VIP,崔洋洋,,江苏省宿迁市宿豫区洪泽湖东路19号恒通大厦421-424室-YS00777,,,零担整车运输；整车运输,江苏省,ACTIVE,2025-10-30 15:07:03,2026-05-13 17:24:36.909732
322,HZ2025103000003,沈阳百圣餐饮管理有限公司,普通客户,马圣翔,,辽宁省沈阳市于洪区中海城锦城北门嗨一麻,,,仓配一体,辽宁省,ACTIVE,2025-10-30 13:21:18,2026-05-13 17:24:36.909732
323,HZ2025103000002,福建泰磊实业有限公司,普通客户,邓军,,福建省福州市晋安区日溪乡日溪村坂中 19号(乡综合大楼 5#楼四层470 室),,,零担整车运输,福建省,ACTIVE,2025-10-30 11:48:34,2026-05-13 17:24:36.909732
324,HZ2025102900009,沈阳朗屹商贸有限公司,普通客户,宫树东,,黑龙江省哈尔滨市南岗区哈尔滨大街777号纳帕英郡小区商服S46号201室,,,仓配一体,黑龙江省,ACTIVE,2025-10-29 17:37:22,2026-05-13 17:24:36.909732
325,HZ2025102900008,河南恒都食品有限公司,普通客户,,,河南省驻马店市泌阳县工业园区花园路西段恒都食品厂,,,零担整车运输,河南省,ACTIVE,2025-10-29 16:57:52,2026-05-13 17:24:36.909732
326,HZ2025102900007,诸暨市焙福楼供应链管理有限公司,普通客户,,15988230212,浙江省绍兴市诸暨市浙江省诸暨市浣东街道东二路127号恒远大厦20楼20F-2-3,,,仓配一体,浙江省,ACTIVE,2025-10-29 14:54:02,2026-05-13 17:24:36.909732
327,HZ2025102900003,河北强喜供应链管理有限公司,普通客户,杨海强,15613141232,河北省石家庄市新华区中华北大街与赵陵铺路交口西南角北郡里项目商业楼广场西侧5号,,,零担整车运输,河北省,ACTIVE,2025-10-29 14:12:44,2026-05-13 17:24:36.909732
328,HZ2025102900002,广州市首秀（加工厂）食品有限公司,SVIP,陈绍先,,广东省广州市番禺区石壁街道韦涌村钟韦路自编2号,,,仓配一体,广东省,ACTIVE,2025-10-29 11:30:04,2026-05-13 17:24:36.909732
329,HZ2025102800003,三食伍亿（北京）品牌管理有限公司,普通客户,,,北京市北京城区朝阳区阜通东大街,,,仓配一体,北京市,ACTIVE,2025-10-28 17:08:43,2026-05-13 17:24:36.909732
