id,store_code,store_name,store_status,owner_code,owner_name,owner_level,third_party_code,province,city,district,address,phone,contact_person,warehouse,balance,created_at,channel,customer_type,salesman,salesman_code,salesman_phone,backup_phone,unload_fee,specified_location_fee,delivery_to_store,delivery_to_locker,transfer_delivery,delivery_time_slot,customer_tags,import_time
172,KH2024091900095,制茶青年-雄县-昝岗店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,保定市,雄县,昝岗镇昝东大街制茶青年,19322080818,杨蒙,廊坊仓,0.00,2024-09-19 11:46:20,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.063779
173,KH2024091200119,制茶青年-任丘-出岸店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,沧州市,任丘市,出岸镇四村津保路路北向东五金西测制茶青年,15630732532,孙翠娇,廊坊仓,0.00,2024-09-12 14:29:07,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.064113
174,KH2024091200117,制茶青年-任丘-燕春楼店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,沧州市,任丘市,裕华中路京开道西北角制茶青年（燕春楼对面）制茶青年,15100777003,李慧慧,天津仓,0.00,2024-09-12 14:25:17,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.064430
175,KH2024091000032,制茶青年-献县商林店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,沧州市,献县,商林乡二分村北宗红绿灯西行到头，道东第二家制茶青年,13931783136,马德伟,廊坊仓,0.00,2024-09-10 10:40:16,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.064802
176,KH2024090700030,制茶青年-廊坊-大城新华东街店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,大城县,新华东街第三小学西三小文具旁制茶青年,18034461777,胡景琦,廊坊仓,0.00,2024-09-07 11:59:39,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.065145
177,KH2024090600079,制茶青年-永清第五中学店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,永清县,经济开发区第五中学对面制茶青年,17746243333,崔朝旭,廊坊仓,0.00,2024-09-06 11:58:44,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.065471
178,KH2024090300111,制茶青年-高碑店金都花园店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,保定市,高碑店市,兴华路街道兴文街金都花园东门底商（冬洁超市旁边）制茶青年,17338230365,项彭宇,廊坊仓,0.00,2024-09-03 12:03:39,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.065839
179,KH2024082900308,制茶青年-沧州师范大学店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,沧州市,运河区,沧州市师范学院一食堂二楼制茶青年,18331758558,杨冠忠,廊坊仓,0.00,2024-08-29 13:57:17,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.066354
180,KH2024082800128,制茶青年-廊坊中国人民警察大学店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,安次区,西昌路220号中国人民警察大学制茶青年,15603165853,张强,廊坊仓,0.00,2024-08-28 15:22:53,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.066738
181,KH2024082400154,制茶青年-雄县-将台路店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,保定市,雄县,雄安新区将台路380号制茶青年,18531701823,姚娜,廊坊仓,0.00,2024-08-24 14:54:35,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.067104
182,KH2024082202314,制茶青年-献县-十五级店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,沧州市,献县,十五级镇人民政府东制茶青年（政府东街）,15731711306,周志海,廊坊仓,0.00,2024-08-22 16:54:10,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.067442
183,KH2024082100122,制茶青年-任丘-中华瑞鑫店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,沧州市,任丘市,中华瑞鑫小区北门制茶青年,13930736697,郭丹,廊坊仓,0.00,2024-08-21 15:05:49,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.067812
184,KH2024082100101,制茶青年-任丘-双塔店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,沧州市,任丘市,青塔乡双塔村天猫优品旁边制茶青年,18532708111,李风,廊坊仓,0.00,2024-08-21 14:44:23,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.068124
185,KH2024081800017,制茶青年-文安琉庄店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,文安县,大柳河镇琉庄村与花有约鲜花店旁制茶青年,15803262260,金艳,廊坊仓,0.00,2024-08-18 10:08:59,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.068436
186,KH2024081700063,制茶青年-任丘-王家坞店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,沧州市,任丘市,出岸镇王家坞小学对过制茶青年,17631779111,王亚楠,廊坊仓,0.00,2024-08-17 14:46:18,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.068801
187,KH2024081300097,制茶青年-保定雄县文昌大街店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,保定市,雄县,雄州镇文昌大街41号制茶青年,15832715709,孙伟伟,廊坊仓,0.00,2024-08-13 14:08:23,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.069195
188,KH2024081200173,制茶青年-沧州米各庄店-郭楠楠,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,沧州市,河间市,米各庄镇村东西大街36号制茶青年,13011987812,郭楠楠,天津仓,0.00,2024-08-12 16:25:38,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.069598
189,KH2024081000136,制茶青年-任丘-北石槽店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,沧州市,河间市,北石槽开发区新亚酒店旁边制茶青年,16631715067,刘威,廊坊仓,0.00,2024-08-10 16:57:03,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.069954
190,KH2024081000129,制茶青年-保定莘桥店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,保定市,高阳县,西演镇莘桥村莘桥饭店旁边制茶青年,15127228978,刘天聪,廊坊仓,0.00,2024-08-10 16:37:58,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.070324
191,KH2024080800214,制茶青年-大城新华西街店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,大城县,城区平舒镇万澎公馆对面瑞兴超市旁边制茶青年,15075622388,卢军宇,廊坊仓,0.00,2024-08-08 15:41:26,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.070726
192,KH2024080400101,制茶青年-任丘-东大坞店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,沧州市,任丘市,议论堡镇东大坞村安居小区底商制茶青年,13722709797,金美哲,廊坊仓,0.00,2024-08-04 16:41:50,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.071122
193,KH2024080300151,制茶青年-肃宁邵庄店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,沧州市,肃宁县,邵庄乡北庙头村64号制茶青年,13930808817,周明,廊坊仓,0.00,2024-08-03 19:03:15,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.071498
194,KH2024080300111,制茶青年-保定高阳龙化店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,保定市,高阳县,龙化乡北龙化村城冯路制茶青年,18233355840,王珊珊,天津仓,0.00,2024-08-03 15:32:03,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.071903
195,KH2024073100100,制茶青年-保定涞水店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,保定市,涞水县,娄村镇娄村釜山丽景街116号,13901039375,周江,廊坊仓,0.00,2024-07-31 16:19:53,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.074364
196,KH2024072900019,制茶青年-任丘华油商业街店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,沧州市,任丘市,中华路街道新世纪东区27号楼 103,18831752887,张宁宁,廊坊仓,0.00,2024-07-29 10:33:33,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.074768
197,KH2024072900018,制茶青年-任丘-史村店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,沧州市,任丘市,石门桥镇史村大队附近制茶青年,15227505537,刘敏,廊坊仓,0.00,2024-07-29 10:32:08,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.075242
198,KH2024072800105,制茶青年-永清后裔店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,永清县,河北省廊坊市永清县建设道与昌盛道交叉口正南方向83米左右,15350706012,王晨阳,天津仓,0.00,2024-07-28 15:40:44,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.075588
199,KH2024072700077,制茶青年-廊坊职业技术学院店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,广阳区,新源道2号廊坊职业技术学院北校区制茶青年,17367563376,邱学会,廊坊仓,0.00,2024-07-27 13:45:14,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.075941
200,KH2024072400059,制茶青年-文安安里屯店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,文安县,滩里镇安里屯村制茶青年,15803262260,金艳,廊坊仓,0.00,2024-07-24 14:07:15,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.076286
201,KH2024072000284,制茶青年-永清曹家务店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,永清县,曹家务小学西50米路北食得惠冷鲜旁边制茶青年,13785661922,闫方方,廊坊仓,0.00,2024-07-20 19:58:09,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.076645
202,KH2024072000193,制茶青年-任丘留善寺店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,沧州市,肃宁县,留善寺镇留善寺村图书大院对面制茶青年,18830743222,李姿鹏,廊坊仓,0.00,2024-07-20 16:38:40,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.077012
203,KH2024071901641,制茶青年-任丘长安道店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,沧州市,任丘市,长安道金盾华庭小区,15297355969,王亚迪,天津仓,0.00,2024-07-19 13:22:18,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.077384
204,KH2024071000069,制茶青年-霸州一小店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,霸州市,霸州镇第一小学西50米制茶青年,15731616435,梁鹏辉,廊坊仓,0.00,2024-07-10 11:51:52,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.077759
205,KH2024070600317,制茶青年-霸州任庄子店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,霸州市,王庄子镇任庄子村制茶青年,13911565423,金宝惠,廊坊仓,0.00,2024-07-06 16:22:13,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.078113
206,KH2024070300137,制茶青年-霸州褚和港店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,霸州市,杨芬港镇褚河港制茶青年,15230763113,李泽帅,天津仓,0.00,2024-07-03 17:00:45,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.078531
207,KH2024070300039,制茶青年-蠡县刘铭庄店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,保定市,蠡县,万安镇刘铭庄小学道口南行50米路东【茗香茶苑旁边】制茶青年,15127228978,刘天聪,廊坊仓,0.00,2024-07-03 12:01:45,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.078890
208,KH2024070300038,制茶青年-任丘三中,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,沧州市,任丘市,会站北道任丘市第三中学对面制茶青年,18154355555,任建华,廊坊仓,0.00,2024-07-03 11:58:12,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.079389
209,KH2024062300044,制茶青年-保定桑园镇店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,保定市,蠡县,桑元镇政府街东300米美雅公司一边门脸房制茶青年,16631203708,李波,廊坊仓,0.00,2024-06-23 16:24:34,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.079736
210,KH2024062000049,制茶青年-米家务店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,保定市,雄县,鄚州镇中城西村,18233754858,王海青,天津仓,0.00,2024-06-20 13:42:28,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.080087
211,KH2024061800020,制茶青年-澎尔湾店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,文安县,安祖辛庄村,17732615440,唐萍萍,廊坊仓,0.00,2024-06-18 10:44:35,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.080478
212,KH2024061700233,制茶青年-文安-温辛杨店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,文安县,孙氏镇温辛杨刘村平价超市旁边制茶青年,15690130637,邹美南,廊坊仓,0.00,2024-06-17 15:19:50,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.080822
213,KH2024061700207,制茶青年-保定庞家佐店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,保定市,高阳县,庞家佐镇庞佐万彩生活超市对面制茶青年,15530273077,高星,廊坊仓,0.00,2024-06-17 13:09:04,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.081181
214,KH2024061500044,制茶青年-献县垒头店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,沧州市,献县,学府大街与爱民路交叉口垒头乡桥头超市旁制茶青年,15100833803,杨洪臣,廊坊仓,0.00,2024-06-15 14:57:24,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.081531
215,KH2024061500024,制茶青年-定州邢邑店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,保定市,定州市,邢邑镇邢邑村村委会旁制茶青年,18333231515,郝刚,廊坊仓,0.00,2024-06-15 11:45:46,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.081866
216,KH2024061400076,制茶青年-任丘南代河店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,沧州市,任丘市,北辛庄镇南代河村陵七路口制茶青年,15133753051,李俊,廊坊仓,0.00,2024-06-14 14:25:32,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.082199
217,KH2024061000042,制茶青年-河间四小店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,沧州市,河间市,胜利中路40号制茶青年,18713705931,王凤霞,廊坊仓,0.00,2024-06-10 18:32:05,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.082521
218,KH2024060500014,制茶青年任丘汜水店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,沧州市,任丘市,石门桥镇汜水村制茶青年,18713688822,左四辈,廊坊仓,0.00,2024-06-05 09:41:56,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.082841
219,KH2024060200030,制茶青年-大城权村店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,大城县,权村镇人民委员会东200米制茶青年,15831893592,刘雪,廊坊仓,0.00,2024-06-02 15:08:28,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.083149
220,KH2024060100551,制茶青年-保定肖官营店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,保定市,高碑店市,肖官营镇肖官营村制茶青年,15231202870,张建南,廊坊仓,0.00,2024-06-01 16:08:54,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.083484
221,KH2024053000024,制茶青年任丘四中店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,沧州市,任丘市,裕华东路四中对面安庄村12号制茶青年,13930718012,赵静,廊坊仓,0.00,2024-05-30 10:20:40,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.083822
222,KH2024053000023,制茶青年任丘文化道店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,沧州市,任丘市,新华路街道文化道商贸城1号门市制茶青年,15033693378,纪宗帅,廊坊仓,0.00,2024-05-30 10:17:32,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.084141
223,KH2024052800281,江苏省徐州市睢宁县王集镇华联超市青年饮品,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,江苏省,徐州市,睢宁县,王集镇华联超市青年饮品,18951469312,刘向阳,廊坊仓,0.00,2024-05-28 16:04:10,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.084469
224,KH2024052700157,市乌鲁木齐西路红旗小吃街制茶青年,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,新疆维吾尔自治区,伊犁哈萨克自治州,奎屯市,乌鲁木齐西路红旗小吃街,19999227013,邢渊慧子,廊坊仓,0.00,2024-05-27 17:56:23,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.084959
225,KH2024052700156,陕西省西安市新城区东元西路制茶青年,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,陕西省,西安市,新城区,东元西路44号八府庄小院门面北一层5号制茶青年,18292670681,冀虹,廊坊仓,0.00,2024-05-27 17:54:56,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.085304
226,KH2024052400026,制茶青年固安县东湾镇苏桥村,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,固安县,东湾镇苏桥村商业街南街4号制茶青年,15233682262,孙思明,廊坊仓,0.00,2024-05-24 10:41:09,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.085640
227,KH2024052300039,制茶青年-刁窝商业街,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,保定市,涿州市,刁窝镇刁窝商业街,15022231579,李少,廊坊仓,0.00,2024-05-23 13:33:34,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.085996
228,KH2024052200133,制茶青年-保定赵北口店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,保定市,安新县,中国河北省保定市安新县保定市安新县赵北口镇东街晚市中段制茶青,18931705028,田满波,廊坊仓,0.00,2024-05-22 13:42:03,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.086326
229,KH2024051500038,廊坊仓,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,安次区,普洛斯龙和物流园A1区华鼎冷链（进门直走100米右手边，华鼎收货处）,18638201359,王佳,廊坊仓,0.00,2024-05-15 13:35:52,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.086719
230,KH2024051300149,制茶青年石家庄财经学院卧龙校区,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,石家庄市,鹿泉区,卧龙路99号石家庄财经学院卧龙校区,13956936505,戴良斌,廊坊仓,0.00,2024-05-13 17:05:11,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.087065
231,KH2024051300006,制茶青年-任丘梁沟店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,沧州市,任丘市,七间房乡梁沟二村,15630790863,董云灿,廊坊仓,0.00,2024-05-13 09:22:22,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.087410
232,KH2024051200040,陕西省咸阳市乾县城关街道一广场制茶青年,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,陕西省,咸阳市,乾县,城关街道一广场制茶青年,17392060116,胡俊,廊坊仓,0.00,2024-05-12 15:44:58,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.087758
233,KH2024051100046,制茶青年-大城齐疙瘩店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,大城县,大尚屯镇齐疙瘩村制茶青年,15830607107,高荣,廊坊仓,0.00,2024-05-11 14:19:18,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.088137
234,KH2024051100034,制茶青年-沧州运河区店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,沧州市,运河区,公园街道西北街A区6号楼301铺一楼制茶青年,17733747738,李永康,廊坊仓,0.00,2024-05-11 11:56:47,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.088531
235,KH2024051000234,制茶青年-睢宁县双沟镇,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,江苏省,徐州市,睢宁县,双沟镇官路小区3期A区,18751720654,王芬,廊坊仓,0.00,2024-05-10 18:01:34,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.088875
236,KH2024051000019,制茶青年-任丘北辛庄店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,沧州市,任丘市,北辛庄镇北辛庄村制茶青年,13171700566,肖文月,廊坊仓,0.00,2024-05-10 11:06:27,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.089215
237,KH2024051000013,制茶青年-权村镇,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,大城县,权村镇人民委员会东200米制茶青年,15831893592,刘雪,廊坊仓,0.00,2024-05-10 10:13:28,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.089608
238,KH2024050800079,制茶青年-成安镇店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,邯郸市,成安县,邯大路与向阳北街交叉口西南角,18260755839,刘敏,廊坊仓,0.00,2024-05-08 15:18:25,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.089953
239,KH2024050700151,制茶青年-河间市西九吉乡店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,沧州市,河间市,西九吉乡西卫生室北侧140米制茶青年,15032444441,刘女士,天津仓,0.00,2024-05-07 15:20:22,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.090253
240,KH2024050700031,制茶青年-保定刘李庄店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,保定市,安新县,刘李庄镇大马庄村燕岭路43号制茶青年,13722771779,赵美琦,天津仓,0.00,2024-05-07 10:11:51,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.090753
241,KH2024050600111,制茶青年-任丘长洋淀,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,沧州市,任丘市,长洋店村南九江道路口制茶青年,18231790095,陈宁宁,廊坊仓,0.00,2024-05-06 11:05:19,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.091160
242,KH2024050600109,制茶青年-任丘辛安庄店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,沧州市,任丘市,梁召镇辛安庄制茶青年,15383276901,齐贝贝,天津仓,0.00,2024-05-06 11:02:02,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.091581
243,KH2024050100029,制茶青年-雄县双堂店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,保定市,雄县,双堂乡双堂村160号制茶青年,18713223748,叶玉东,廊坊仓,0.00,2024-05-01 12:12:06,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.091952
244,KH2024042800005,制茶青年-石家庄政法职业学院店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,石家庄市,新华区,友谊北大街569号河北政法职业学院新校区制茶青年,17633247893,张永杰,廊坊仓,0.00,2024-04-28 09:18:10,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.092312
245,KH2024042700028,制茶青年-河间兴村店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,沧州市,河间市,兴村镇刘记购物中心对面-制茶青年,18532793550,李波,天津仓,0.00,2024-04-27 13:37:15,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.092631
246,KH2024042600114,制茶青年北魏镇小学店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,大城县,北魏镇小学,15100725253,刘亚飞,廊坊仓,0.00,2024-04-26 15:16:08,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.092933
247,KH2024042600074,制茶青年雄县奥特莱斯店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,保定市,容城县,雄安新区容城县紫薇苑小区,15503451237,任先生,天津仓,0.00,2024-04-26 14:10:51,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.093245
